RC	UFI	UNI	LAT	LONG	DMS_LAT	DMS_LONG	MGRS	JOG	FC	DSG	PC	CC1	ADM1	ADM2	POP	ELEV	CC2	NT	LC	SHORT_FORM	GENERIC	SORT_NAME	FULL_NAME	FULL_NAME_ND	MODIFY_DATE
1	-2141662	-2971147	51.466667	6.166667	512800	61000	32ULC0320505530	NM32-01	S	EST		NL	05					N				BORGGRAAF	Borggraaf	Borggraaf	1994-01-08
1	-2144410	-2974701	52.9	5.75	525400	54500	31UFU8496064688	NN31-12	T	PLDR		NL	02					N				FOLLEGAASTERPOLDER	Follegaasterpolder	Follegaasterpolder	1994-01-08
1	-2146323	-2977176	52.783333	5.383333	524700	52300	31UFU6073350831	NN31-12	H	SHOL		NL	00					N				HOFSTEDE	Hofstede	Hofstede	1994-01-08
1	-2146995	-2978034	53.183333	4.983333	531100	45900	31UFU3253094502	NN31-09	H	CHNM		NL	07					N				JACKIJST	Jack IJst	Jack IJst	1994-01-08
1	-2149707	-2981304	51.55	3.666667	513300	34000	31UET4622411200	NM31-02	T	ISL		NL	10					N				MOSSELPLAAT	Mosselplaat	Mosselplaat	1994-01-08
1	-2142610	-2972327	52.083333	5.866667	520500	55200	31UFT9641374185	NN31-12	V	HTH		NL	03					N				DEELENSEZAND	Deelense Zand	Deelense Zand	1994-01-08
1	-2153659	-2986210	51.466667	5.333333	512800	52000	31UFT6207104304	NM31-03	V	HTH		NL	06					V				STRAATSCHEHEIDE	Straatsche Heide	Straatsche Heide	1994-01-08
1	-2141129	-2970498	51.5	4.3	513000	41800	31UET9023506230	NM31-03	P	PPL		NL	06					N				BERGENOPZOOM	Bergen op Zoom	Bergen op Zoom	1994-01-08
1	-2143401	-2973429	52.866667	6.266667	525200	61600	32ULD1601960938	NN32-10	H	PND		NL	01					N				DIEPENVEEN	Diepenveen	Diepenveen	1994-01-08
1	-2145523	-2976132	53.033333	6.333333	530200	62000	32ULD2119579304	NN32-07	H	CNL		NL	02					N				HAULERDIEP	Haulerdiep	Haulerdiep	1994-01-08
1	-2154380	-2987193	52.2	6.833333	521200	65000	32ULC5193085496	NN32-10	P	PPL		NL	15					N				USSELO	Usselo	Usselo	1994-01-08
1	-2152915	-2985529	53.2	5.45	531200	52700	31UFU6364697322	NN31-09	H	STMC		NL	02					V				SIXBIERUMERVAART	Sixbierumervaart	Sixbierumervaart	1994-01-08
1	-2141011	-2970359	51.45	5.633333	512700	53800	31UFT8297203158	NM31-03	P	PPL		NL	06					N				BEKELAAR	Bekelaar	Bekelaar	1994-01-08
1	-2156490	-2989773	52.75	6.9	524500	65400	32ULD5826446529	NN32-10	L	LCTY		NL	01					N				ZUIDBARGERESCH	Zuidbargeresch	Zuidbargeresch	1994-01-08
1	-2155222	-2988217	52	5.333333	520000	52000	31UFT6017463609	NN31-12	S	CSTL		NL	09					N				WALENBURG	Walenburg	Walenburg	1994-01-08
1	-2150695	-2982540	50.766667	5.9	504600	55400	31UGS0449327888	NM31-06	V	FRST		NL	05					N				ONDERSTEBOS	Onderste Bos	Onderste Bos	1994-01-08
1	-2152843	-2985218	51.116667	5.916667	510700	55500	31UGS0412966845	NM31-03	L	PRK		NL	05					N				SCHREVENHOF	Schrevenhof	Schrevenhof	1994-01-08
1	-2153349	-2985846	53.1	6.616667	530600	63700	32ULD4043686049	NN32-07	L	LCTY		NL	01					N				SPIEKHULLEN	Spiekhullen	Spiekhullen	1994-01-08
1	-2143793	-2973913	52.033333	6.316667	520200	61900	32ULC1594168145	NN32-10	P	PPL		NL	03					N				DUNSBORG	Dunsborg	Dunsborg	1994-01-08
1	-2149181	-2980683	52.966667	6.666667	525800	64000	32ULD4330071110	NN32-10	P	PPL		NL	01					N				MARWIJKSOORD	Marwijksoord	Marwijksoord	1994-01-08
1	-2156709	-2990030	51.5	4	513000	40000	31UET6941205903	NM31-03	L	LCTY		NL	10					N				ZWAAK	Zwaak	Zwaak	1994-01-08
1	-2146895	-2977888	52.933333	5.716667	525600	54300	31UFU8257968309	NN31-12	P	PPL		NL	02					N				IDSKENHUIZEN	Idskenhuizen	Idskenhuizen	1994-01-08
1	-2148627	-2979993	52.833333	6.4	525000	62400	32ULD2485856898	NN32-10	P	PPL		NL	01					N				LHEE	Lhee	Lhee	1994-01-08
1	-2151427	-2983420	51.433333	4.383333	512600	42300	31UES9615998923	NM31-03	P	PPL		NL	06					N				OVERBERG	Overberg	Overberg	1994-01-08
1	-2145691	-2976323	51.35	5.966667	512100	55800	31UGS0658092926	NM31-03	P	PPL		NL	05					N				HEIDE	Heide	Heide	1994-01-08
1	-2140515	-2969748	53.233333	5.65	531400	53900	31UFV7686401505	NN31-09	P	PPL		NL	02					N				ANJUM	Anjum	Anjum	1994-01-08
1	-2145794	-2976453	52.016667	4.816667	520100	44900	31UFT2466464450	NN31-12	P	PPL		NL	11					N				HEKENDORP	Hekendorp	Hekendorp	1994-01-08
1	-2156885	-3206476	51.966667	5.266667	515800	51600	31UFT5571459757	NM31-03	P	PPL		NL	09					N				DENOORD	Den Oord	Den Oord	1994-01-08
1	-2152115	-2984289	51.966667	4.083333	515800	40500	31UET7442657885	NM31-03	H	STM		NL	00					C	eng	Rhine		RHINERIVER	Rhine River	Rhine River	1997-12-17
1	-2150765	-2982637	52.216667	4.516667	521300	43100	31UFT0361486221	NN31-12	P	PPL		NL	11					N				OOSTEINDE	Oosteinde	Oosteinde	1994-01-08
1	-2153150	-2985602	53.233333	6.65	531400	63900	32ULE4315500805	NN32-07	H	CNL		NL	04					N				SLOCHTERDIEP	Slochterdiep	Slochterdiep	1994-01-08
1	-2147199	-2978275	51.566667	5.266667	513400	51600	31UFT5709715278	NM31-03	V	HTH		NL	06					N				KAMPINASCHEHEIDE	Kampinasche Heide	Kampinasche Heide	1994-01-08
1	-2150315	-2982070	52.016667	4.483333	520100	42900	31UFT0179163931	NN31-12	P	PPL		NL	11					N				NOORDEINDE	Noordeinde	Noordeinde	1994-01-08
1	-2147793	-2978982	52.183333	6.5	521100	63000	32ULC2908984376	NN32-10	H	STMC		NL	00					N				KONINGSBEEK	Koningsbeek	Koningsbeek	1994-01-08
1	-2143882	-2974034	51.883333	4.416667	515300	42500	31UET9750549011	NM31-03	H	HBR		NL	11					N				EEMHAVEN	Eemhaven	Eemhaven	1994-01-08
1	-2151528	-2983543	51.566667	4.55	513400	43300	31UFT0743013982	NM31-03	L	PRK		NL	06					N				PAGNEVAART	Pagnevaart	Pagnevaart	1994-01-08
1	-2150266	-2982012	52.333333	6.433333	522000	62600	32ULD2512301215	NN32-10	S	EST		NL	15					V				NOETSELERBERG	Noetselerberg	Noetselerberg	1994-01-08
1	-2155894	-2989032	51.316667	3.95	511900	35700	31UES6620685469	NM31-02	T	PLDR		NL	10					N				WILLEMIIIPOLDER	Willem III Polder	Willem III Polder	1994-01-08
1	-2151752	-2983828	51.733333	4.833333	514400	45000	31UFT2660132970	NM31-03	T	PLDR		NL	06					N				POLDERDEPLOMP	Polder de Plomp	Polder de Plomp	1994-01-08
1	-2153355	-2985852	51.766667	5.116667	514600	50700	31UFT4605737206	NM31-03	P	PPL		NL	06					N				SPIJK	Spijk	Spijk	1994-01-08
1	-2155603	-2988672	52.666667	6.866667	524000	65200	32ULD5574037327	NN32-10	P	PPL		NL	01					N				WESTERSEBOS	Westerse Bos	Westerse Bos	1994-01-08
1	-2140152	-2969272	53.35	6	532100	60000	32ULE0032715402	NN32-07	H	CNL		NL	02					N				AALZUMERVAART	Aalzumervaart	Aalzumervaart	1994-01-08
1	-2143483	-2973527	51.666667	5.516667	514000	53100	31UFT7403826964	NM31-03	V	HTH		NL	06					V				DINTERSCHEHEIDE	Dintersche Heide	Dintersche Heide	1994-01-08
1	-2152700	-2985046	51.9	4.45	515400	42700	31UET9976250910	NM31-03	H	DCKB		NL	11					N				SCHIEHAVEN	Schiehaven	Schiehaven	1994-01-08
1	-2142557	-2972255	51.583333	5.816667	513500	54900	31UFT9513818456	NM31-03	S	EST		NL	06					N				DEBUNTHORST	De Bunthorst	De Bunthorst	1994-01-08
1	-2154783	-2987689	52.5	6.366667	523000	62200	32ULD2125819912	NN32-10	L	LCTY		NL	15					N				VILSTEREN	Vilsteren	Vilsteren	1994-01-08
1	-2143845	-2973982	50.8	5.766667	504800	54600	31UFS9495431233	NM31-06	P	PPL		NL	05					N				ECKELRADE	Eckelrade	Eckelrade	1994-01-08
1	-2155716	-2988806	52.466667	6	522800	60000	32UKD9622117177	NN32-10	P	PPL		NL	03					N				WEZEP	Wezep	Wezep	1994-01-08
1	-2150791	-2982668	53.233333	5.516667	531400	53100	31UFV6796701183	NN31-09	P	PPL		NL	02					N				OOSTERBIERUM	Oosterbierum	Oosterbierum	1994-01-08
1	-2153635	-2986181	51.6	4.483333	513600	42900	31UFT0273417593	NM31-03	P	PPL		NL	06					N				STOOF	Stoof	Stoof	1994-01-08
1	-2146268	-2977107	53.3	6.3	531800	61800	32ULE2007909044	NN32-07	P	PPL		NL	04					N				HOEKJE	Hoekje	Hoekje	1994-01-08
1	-2144090	-2974302	51.383333	3.816667	512300	34900	31UES5683192771	NM31-02	P	PPL		NL	10					V				ELLEWOUDSDIJK	Ellewoudsdijk	Ellewoudsdijk	1994-01-08
1	-2142660	-2972401	51.483333	3.9	512900	35400	31UET6249403960	NM31-02	P	PPL		NL	10					N				DEGROE	De Groe	De Groe	1994-01-08
1	-2146826	-2977801	53.35	6.666667	532100	64000	32ULE4469113744	NN32-07	H	CNL		NL	04					N				HUIZINGERMAAR	Huizingermaar	Huizingermaar	1994-01-08
1	-2150405	-2982170	51.616667	4.266667	513700	41600	31UET8769719164	NM31-03	T	PLDR		NL	06					N				NOORDHEENSCHEPOLDER	Noordheensche Polder	Noordheensche Polder	1994-01-08
1	-2142996	-2972860	51.616667	5	513700	50000	31UFT3846420299	NM31-03	P	PPL		NL	06					N				DEMOER	De Moer	De Moer	1994-01-08
1	-2141858	-2971384	52.15	6.683333	520900	64100	32ULC4150280253	NN32-10	P	PPL		NL	15					V				BRAMMELOO	Brammeloo	Brammeloo	1994-01-08
1	-2155082	-2988035	51.983333	6.616667	515900	63700	32ULC3633361867	NM32-01	P	PPL		NL	03					N				VRAGENDER	Vragender	Vragender	1994-01-08
1	-2143141	-2973067	52.6	6.416667	523600	62500	32ULD2504930909	NN32-10	P	PPL		NL	15					N				DEPOL	De Pol	De Pol	1994-01-08
1	-2152365	-2984607	51.51149	4.4226	513041	42521	31UET9871907666	NM31-03	A	ADM2		NL	06					V				GEMEENTEROOSENDAALENNISPEN	Gemeente Roosendaal en Nispen	Gemeente Roosendaal en Nispen	2009-07-30
1	-2153906	-2986543	51.6	4.816667	513600	44900	31UFT2581918114	NM31-03	A	ADM2		NL	06					H		Teteringen	Gemeente	GEMEENTETETERINGEN	Gemeente Teteringen	Gemeente Teteringen	2007-02-14
1	-2149018	11148126	51.693583	4.759601	514137	44535	31UFT2161628424	NM31-03	A	ADM2		NL	06					V				DRIMMELEN	Drimmelen	Drimmelen	2009-07-30
1	-2152924	-2985314	51.65	4.933333	513900	45600	31UFT3375123881	NM31-03	A	ADM2		NL	06					H		’s-Gravenmoer	Gemeente	GEMEENTESGRAVENMOER	Gemeente ’s-Gravenmoer	Gemeente 's-Gravenmoer	2007-02-14
1	-2144613	-2974944	51.694446	4.880421	514140	45250	31UFT2996428728	NM31-03	A	ADM2		NL	06					N		Geertruidenberg	Gemeente	GEMEENTEGEERTRUIDENBERG	Gemeente Geertruidenberg	Gemeente Geertruidenberg	2009-07-30
1	-2155173	-2988150	51.689699	5.017206	514123	50102	31UFT3943128453	NM31-03	A	ADM2		NL	06					N		Waalwijk	Gemeente	GEMEENTEWAALWIJK	Gemeente Waalwijk	Gemeente Waalwijk	2009-07-30
1	-2153074	-2985505	51.616667	4.166667	513700	41000	31UET8077319049	NM31-03	A	ADM2		NL	10					H		Sint Philipsland	Gemeente	GEMEENTESINTPHILIPSLAND	Gemeente Sint Philipsland	Gemeente Sint Philipsland	2007-02-14
1	10545012	11145609	51.653885	4.528749	513914	43143	31UFT0575423650	NM31-03	A	ADM2		NL	06					N		Moerdijk	Gemeente	GEMEENTEMOERDIJK	Gemeente Moerdijk	Gemeente Moerdijk	2009-07-30
1	-2146306	-2977156	51.566667	4.583333	513400	43500	31UFT0974014031	NM31-03	A	ADM2		NL	06					H		Hoeven	Gemeente	GEMEENTEHOEVEN	Gemeente Hoeven	Gemeente Hoeven	2007-02-14
1	-2146765	-2977720	51.416667	4.366667	512500	42200	31UES9503597048	NM31-03	A	ADM2		NL	06					H		Huijbergen	Gemeente	GEMEENTEHUIJBERGEN	Gemeente Huijbergen	Gemeente Huijbergen	2007-02-14
1	-2144808	11143838	51.512629	3.840823	513045	35027	31UET5834707169	NM31-02	A	ADM2		NL	10					V				GOES	Goes	Goes	2009-07-28
1	-2144808	-2989247	51.512629	3.840823	513045	35027	31UET5834707169	NM31-02	A	ADM2		NL	10					V				GEMEENTEWOLFAARTSDIJK	Gemeente Wolfaartsdijk	Gemeente Wolfaartsdijk	2009-07-28
1	-2147890	-2979098	51.55	3.8	513300	34800	31UET5546911293	NM31-02	A	ADM2		NL	10					H		Kortgene	Gemeente	GEMEENTEKORTGENE	Gemeente Kortgene	Gemeente Kortgene	2007-02-14
1	-2152040	11143841	51.41974	4.123712	512511	40725	31UES7813697102	NM31-03	A	ADM2		NL	10					V				REIMERSWAAL	Reimerswaal	Reimerswaal	2009-07-28
1	-2147400	-2978525	53.366667	5.916667	532200	55500	31UFV9405217025	NN31-09	H	CNL		NL	02					N				KETELVAART	Ketelvaart	Ketelvaart	1994-01-08
1	-2152212	-2984415	52.3	6.516667	521800	63100	32ULC3067397310	NN32-10	A	ADM2		NL	15					N		Rijssen	Gemeente	GEMEENTERIJSSEN	Gemeente Rijssen	Gemeente Rijssen	2001-11-16
1	-2151406	-2983396	53.283333	6.116667	531700	60700	32ULE0779107668	NN32-07	P	PPL		NL	02					N				OUDWOUDE	Oudwoude	Oudwoude	1994-01-08
1	-2151399	-2983388	51.983333	4.55	515900	43300	31UFT0644560319	NM31-03	P	PPL		NL	11					N				OUDVERLAAT	Oud Verlaat	Oud Verlaat	1994-01-08
1	-2153863	-2986486	50.866667	5.883333	505200	55300	31UGS0288438959	NM31-06	P	PPL		NL	05					N				TERMAAR	Termaar	Termaar	1994-01-08
1	-2153063	-2985493	52.916667	5.75	525500	54500	31UFU8488966541	NN31-12	P	PPL		NL	02					V				SINTNIKOLAASGA	Sint Nikolaasga	Sint Nikolaasga	1994-01-08
1	-2153051	-2985479	52.766667	4.733333	524600	44400	31UFU1694647723	NN31-12	A	ADM2		NL	07					N		(( Sint Maarten ))	Gemeente	GEMEENTESINTMAARTEN	Gemeente )) (( Sint Maarten	Gemeente )) (( Sint Maarten	2007-02-14
1	-2153045	-2985472	51.3	3.5	511800	33000	31UES3485883306	NM31-02	H	STM		NL	10					N				SINTKRUISKREEK	Sint Kruiskreek	Sint Kruiskreek	1994-01-08
1	-2153038	-2985465	51.116667	5.9	510700	55400	31UGS0296366799	NM31-03	P	PPL		NL	05					N				SINTJOOST	Sint Joost	Sint Joost	1994-01-08
1	-2152229	-2984440	50.916667	6.083333	505500	60500	32UKB9499044610	NM32-04	P	PPL		NL	05					N				RIMBURG	Rimburg	Rimburg	1994-01-08
1	-2151450	-2983447	51.933333	5.1	515600	50600	31UFT4437255707	NM31-03	P	PPL		NL	11					N				OVERHEICOP	Overheicop	Overheicop	1994-01-08
1	-2156333	-2989577	51.333333	5.966667	512000	55800	31UGS0665591073	NM31-03	P	PPL		NL	05					N				ZELEN	Zelen	Zelen	1994-01-08
1	-2153399	-2985902	52.25	5.65	521500	53900	31UFT8089392153	NN31-12	V	FRST		NL	03					N				SPRIELDERBOS	Sprielderbos	Sprielderbos	1994-01-08
1	-2153394	-2985896	51.433333	5.2	512600	51200	31UFT5292200311	NM31-03	V	HTH		NL	06					V				SPREEUWELSCHEHEIDE	Spreeuwelsche Heide	Spreeuwelsche Heide	1994-01-08
1	-2152620	-2984949	53.2	6.716667	531200	64300	32ULD4748596953	NN32-07	T	PLDR		NL	04					N				SCHARMEROOSTPOLDER	Scharmer Oostpolder	Scharmer Oostpolder	1994-01-08
1	-2152616	-2984944	53.15	6.616667	530900	63700	32ULD4062191610	NN32-07	L	PRK		NL	04					N				SCHARLAKENHOF	Scharlakenhof	Scharlakenhof	1994-01-08
1	-2151812	-2983901	51.133333	6.033333	510800	60200	32UKB9244768838	NM32-01	P	PPL		NL	05					N				POSTERHOLT	Posterholt	Posterholt	1994-01-08
1	-2151794	-2983879	51.85	4.35	515100	42100	31UET9298645217	NM31-03	A	ADM2		NL	11					N		(( Poortugaal ))	Gemeente	GEMEENTEPOORTUGAAL	Gemeente )) (( Poortugaal	Gemeente )) (( Poortugaal	2007-02-14
1	-2156683	-2989998	51.483333	4.383333	512900	42300	31UET9605404483	NM31-03	L	LCTY		NL	06					N				ZUREHEIDE	Zure Heide	Zure Heide	1994-01-08
1	-2156679	-2975710	51.466667	4.666667	512800	44000	31UFT1576903039	NM31-03	P	PPL		NL	06					V				GROOTZUNDERT	Groot Zundert	Groot Zundert	1994-01-08
1	-2156675	-2989987	52.166667	4.516667	521000	43100	31UFT0373080660	NN31-12	P	PPLX		NL	11					N				ZULKWARTIER	Zulkwartier	Zulkwartier	1994-01-08
1	-2156660	-2980470	50.866667	5.65	505200	53900	31UFS8646838344	NM31-06	H	CNL		NL	00					V				KANAALVANMAASTRICHTNAARHERTOGENBOSCH	Kanaal van Maastricht naar Hertogenbosch	Kanaal van Maastricht naar Hertogenbosch	1994-04-28
1	-2156660	-2980471	50.866667	5.65	505200	53900	31UFS8646838344	NM31-06	H	CNL		NL	00					V				MAASTRICHTSHERTOGENBOSCHCANAL	Maastricht-’s Hertogenbosch Canal	Maastricht-'s Hertogenbosch Canal	1994-04-28
1	-2156659	-2989967	52.133333	6.2	520800	61200	32ULC0836979566	NN32-10	P	PPLX		NL	03					N				ZUIDWIJKEN	Zuidwijken	Zuidwijken	1994-01-08
1	-2150987	-2982906	53.133333	6.066667	530800	60400	32ULD0377491123	NN32-07	P	PPL		NL	02					N				OPEINDE	Opeinde	Opeinde	1994-01-08
1	-2150981	-2982895	53.133333	5.716667	530800	54300	31UFU8173590551	NN31-09	L	LCTY		NL	02					N				OPDEFENNEN	Op de Fennen	Op de Fennen	1994-01-08
1	-2155857	-2988989	52.616667	6.383333	523700	62300	32ULD2285932844	NN32-10	S	EST		NL	01					V				WILDENBERGRABBINGE	Wildenberg Rabbinge	Wildenberg Rabbinge	1994-01-08
1	-2155857	-2988988	52.616667	6.383333	523700	62300	32ULD2285932844	NN32-10	S	EST		NL	01					N				WILDENBERGENRABBINGE	Wildenberg en Rabbinge	Wildenberg en Rabbinge	1994-01-08
1	-2150143	-2981856	51.8	4.35	514800	42100	31UET9308939656	NM31-03	T	PLDR		NL	11					N				POLDERNIEUWPIERSHIL	Polder Nieuw-Piershil	Polder Nieuw-Piershil	1994-01-08
1	-2155030	-2987976	51.85	5.266667	515100	51600	31UFT5611846784	NM31-03	H	CNL		NL	03					N				VOORVLIET	Voorvliet	Voorvliet	1994-01-08
1	-2155027	-2987973	52.933333	5.466667	525600	52800	31UFU6578067703	NN31-12	T	PLDR		NL	02					N				POLDERDEVOORUITGANG	Polder de Vooruitgang	Polder de Vooruitgang	1994-01-08
1	-2151851	-2983960	52.933333	5.983333	525600	55900	31UGU0049669021	NN31-12	H	CNL		NL	02					N				PRINSENWIJK	Prinsenwijk	Prinsenwijk	1994-01-08
1	-2156737	-2990065	52.183333	5.516667	521100	53100	31UFT7205084415	NN31-12	P	PPL		NL	03					N				ZWARTEBROEK	Zwartebroek	Zwartebroek	1994-01-08
1	-2156732	-2990060	52.183333	5.166667	521100	51000	31UFT4812683642	NN31-12	T	HLL		NL	07					N				ZWARTEBERG	Zwarte Berg	Zwarte Berg	1994-01-08
1	-2149337	-2980875	53.116667	6.433333	530700	62600	32ULD2823188327	NN32-07	L	RESN		NL	01					N				MENSINGE	Mensinge	Mensinge	1994-01-08
1	-2148570	-2979918	52.85	5.733333	525100	54400	31UFU8405159085	NN31-12	H	CNL		NL	02					N				LEMSTERRIJN	Lemsterrijn	Lemsterrijn	1994-01-08
1	-2148565	-2979913	52.833333	5.683333	525000	54100	31UFU8075457104	NN31-12	H	CHNN		NL	02					N				LEMSTERGEUL	Lemstergeul	Lemstergeul	1994-01-08
1	-2148561	-2979908	51.516667	3.716667	513100	34300	31UET4972707526	NM31-02	L	PRK		NL	10					N				LEMMERPLAAT	Lemmerplaat	Lemmerplaat	1994-01-08
1	-2151038	-2982967	52.95	5.966667	525700	55800	31UFU9930070828	NN31-12	S	EST		NL	02					N				ORANJESTEIN	Oranjestein	Oranjestein	1994-01-08
1	-2151032	-2982961	51.666667	4.4	514000	42400	31UET9682124893	NM31-03	P	PPL		NL	06					N				ORANJEOORD	Oranjeoord	Oranjeoord	1994-01-08
1	-2151029	-2982958	50.883333	6.016667	505300	60100	32UKB9015541092	NM32-04	S	MN		NL	05					N				MIJNORANJENASSAUII	Mijn Oranje Nassau II	Mijn Oranje Nassau II	1994-01-08
1	-2155923	-2989067	52.183333	4.883333	521100	45300	31UFT2875783101	NN31-12	T	PLDR		NL	09					N				POLDERWILNISVELDZIJDE	Polder Wilnis-Veldzijde	Polder Wilnis-Veldzijde	1994-01-08
1	-2147757	-2978940	52.8	4.9	524800	45400	31UFU2809251715	NN31-12	P	PPL		NL	07					N				KOLHORN	Kolhorn	Kolhorn	1994-01-08
1	-2152166	-2984355	51.6	4.066667	513600	40400	31UET7387717090	NM31-03	P	PPL		NL	10					N				RIJKEBUURT	Rijkebuurt	Rijkebuurt	1994-01-08
1	-2154628	-2987490	51.516667	5.966667	513100	55800	31UGT0582911456	NM31-03	P	PPLX		NL	05					N				VELTUM	Veltum	Veltum	1994-01-08
1	-2151329	-2983310	52.866667	5.1	525200	50600	31UFU4135759504	NN31-12	H	DCKB		NL	07					N				HAVENVANOUDEZEUG	Haven van Oude Zeug	Haven van Oude Zeug	1994-01-08
1	-2153818	-2986424	53.033333	6.55	530200	63300	32ULD3572078786	NN32-07	P	PPL		NL	01					V				TERAART	Ter-Aart	Ter-Aart	1994-01-08
1	-2148931	-2980369	52.4	6.366667	522400	62200	32ULD2085208792	NN32-10	T	HLL		NL	15					N				LUTTENBERG	Luttenberg	Luttenberg	1994-01-08
1	-2153745	-2990038	51.25	6.016667	511500	60100	32UKB9180881855	NM32-01	H	STM		NL	00					V				ZWALM	Zwalm	Zwalm	1994-04-28
1	-2156261	-2989489	53.25	6.833333	531500	65000	32ULE5544502272	NN32-07	T	PLDR		NL	04					N				POLDERZANDWERF	Polder Zandwerf	Polder Zandwerf	1994-01-08
1	-2156256	-2979601	52.366667	4.533333	522200	43200	31UFU0439902928	NN31-12	P	PPL		NL	07					V				LANDVOORT	Landvoort	Landvoort	1994-01-08
1	-2148110	-2979358	52.466667	5.616667	522800	53700	31UFU7774616164	NN31-12	H	CNL		NL	16					N				KUBBETOCHT	Kubbetocht	Kubbetocht	1999-06-10
1	-2148109	-2972047	53.116667	5.566667	530700	53400	31UFU7176988327	NN31-09	P	PPL		NL	02					V				CUBAARD	Cubaard	Cubaard	1994-01-08
1	-2148099	-2979345	51.233333	5.666667	511400	54000	31UFS8616479152	NM31-03	L	PRK		NL	05					N				KRUISPEEL	Kruispeel	Kruispeel	1994-01-08
1	-2148093	-2979339	52.2	5.55	521200	53300	31UFT7426386348	NN31-12	P	PPL		NL	03					N				KRUISHAAR	Kruishaar	Kruishaar	1994-01-08
1	-2150564	-2982373	53.15	5.416667	530900	52500	31UFU6160791685	NN31-09	S	EST		NL	02					N				OEDMASTATE	Oedmastate	Oedmastate	1994-01-08
1	-2150556	-2982364	51.65	5.7	513900	54200	31UFT8678325564	NM31-03	P	PPL		NL	06					N				ODILIAPEEL	Odiliapeel	Odiliapeel	1994-01-08
1	-2155446	-2988489	51.883333	4.316667	515300	41900	31UET9062348882	NM31-03	L	LCTY		NL	11					N				WELPLAAT	Welplaat	Welplaat	1994-01-08
1	-2155442	-2988483	51.566667	6.133333	513400	60800	32ULC0132616738	NM32-01	L	LCTY		NL	05					N				WELLSCHEMEER	Wellsche Meer	Wellsche Meer	1994-01-08
1	-2155436	-2988477	51.25	5.8	511500	54800	31UFS9540081351	NM31-03	L	PRK		NL	05					N				WELLENSTEIN	Wellenstein	Wellenstein	1994-01-08
1	-2155432	-2988471	51.75	5.2	514500	51200	31UFT5186235523	NM31-03	P	PPL		NL	03					N				WELL	Well	Well	1994-01-08
1	-2155428	-2988467	52.216667	6.583333	521300	63500	32ULC3490987889	NN32-10	S	EST		NL	15					N				WELDAM	Weldam	Weldam	1994-01-08
1	-2149750	-2981366	53.183333	6.533333	531100	63200	32ULD3517795506	NN32-07	L	LCTY		NL	01					N				MUNSTER	Munster	Munster	1994-01-08
1	-2149743	-2981358	51.716667	5.5	514300	53000	31UFT7269532484	NM31-03	P	PPL		NL	06					N				MUNNIKENSVINKEL	Munnikens-Vinkel	Munnikens-Vinkel	1994-01-08
1	-2148979	-2980439	52.15	5.183333	520900	51100	31UFT4937779970	NN31-12	P	PPL		NL	09					V				MAARTENSDYK	Maartensdyk	Maartensdyk	1994-01-08
1	-2148974	-2980428	52.133333	5.033333	520800	50200	31UFT3916777818	NN31-12	A	ADM2		NL	09					N		Maarssen	Gemeente	GEMEENTEMAARSSEN	Gemeente Maarssen	Gemeente Maarssen	2001-11-16
1	-2154571	-2987426	52.933333	5.733333	525600	54400	31UFU8369868352	NN31-12	V	FRST		NL	02					V				VEGILINBOSSCHEN	Vegilinbosschen	Vegilinbosschen	1994-01-08
1	-2154561	-2987414	51.283333	6.05	511700	60300	32UKB9428385467	NM32-01	P	PPL		NL	05					N				VEERS	Veers	Veers	1994-01-08
1	-2153794	-2986388	52.233333	4.516667	521400	43100	31UFT0357588074	NN31-12	P	PPL		NL	11					N				TEIJLINGEN	Teijlingen	Teijlingen	1994-01-08
1	-2153788	-2986379	53.183333	5.816667	531100	54900	31UFU8820596370	NN31-09	T	PLDR		NL	02					N				TEERNSERPOLDER	Teernserpolder	Teernserpolder	1994-01-08
1	-2156329	-2989572	51.7	6.016667	514200	60100	32UKC9384831886	NM32-01	V	FRST		NL	05					V				ZELDERSCHEDRIESEN	Zeldersche Driesen	Zeldersche Driesen	1994-01-08
1	-2156328	-2989571	51.7	6.016667	514200	60100	32UKC9384831886	NM32-01	P	PPL		NL	05					N				ZELDER	Zelder	Zelder	1994-01-08
1	-2156324	-2989566	52.066667	5.25	520400	51500	31UFT5422570842	NN31-12	H	CNL		NL	09					N				ZEISTERGRIFT	Zeistergrift	Zeistergrift	1994-01-08
1	-2156319	-2989559	53.033333	6.516667	530200	63100	32ULD3348578863	NN32-07	L	LCTY		NL	01					N				ZEIJERVELD	Zeijerveld	Zeijerveld	1994-01-08
1	-2148167	-2979433	51.216667	5.766667	511300	54600	31UFS9321477557	NM31-03	V	FRST		NL	05					N				LAAGBROEK	Laagbroek	Laagbroek	1994-01-08
1	-2149333	-2980869	52.233333	4.833333	521400	45000	31UFT2519988574	NN31-12	P	PPL		NL	09					N				MENNONIETENBUURT	Mennonietenbuurt	Mennonietenbuurt	1994-01-08
1	-2149326	-2980861	53.216667	5.666667	531300	54000	31UFU7804699693	NN31-09	H	CNL		NL	02					N				MENALDUMERVAART	Menaldumervaart	Menaldumervaart	1994-01-08
1	-2149314	-2980845	51.7	5.233333	514200	51400	31UFT5433330033	NM31-03	P	PPL		NL	06					N				MELIESTRAAT	Meliestraat	Meliestraat	1994-01-08
